n_wait,rep_n,agent_type,p_delayed
2,9,MB,0.8557636709525193
2,9,MF,0.3762128232434597
2,10,MB,0.8638880613174462
2,10,MF,0.8912770874353154
2,11,MB,0.8380484221090059
2,11,MF,0.012536046391197335
2,12,MB,0.8660209414075429
2,12,MF,0.9901053983163401
2,13,MB,0.8709911223319795
2,13,MF,0.9803429215970035
2,14,MB,0.8303656045638201
2,14,MF,0.0038193690444194317
2,15,MB,0.8465721630024954
2,15,MF,0.13177586786570994
2,16,MB,0.8723772516141977
2,16,MF,0.013996855324800375
2,17,MB,0.8126885474351472
2,17,MF,0.3767348138492818
2,18,MB,0.8779337297129326
2,18,MF,0.4724794714378631
2,19,MB,0.8284900748114989
2,19,MF,0.003815784099332704
2,20,MB,0.8481021212815286
2,20,MF,0.9801962133755787
2,21,MB,0.8755684027615623
2,21,MF,0.9763918866475159
2,22,MB,0.8538585730137058
2,22,MF,0.9798669932584718
2,23,MB,0.8447589096293946
2,23,MF,0.9909941719060786
2,24,MB,0.8675750579047902
2,24,MF,0.012641856720210643
2,25,MB,0.8337440248250213
2,25,MF,0.9871549796935176
2,26,MB,0.879633252215493
2,26,MF,0.9984266100926343
2,27,MB,0.8645632181519973
2,27,MF,0.46357006562962577
2,28,MB,0.88327684136102
2,28,MF,0.37521892136381263
2,29,MB,0.8675582599255325
2,29,MF,0.9803414625277879
2,30,MB,0.7896354989163371
2,30,MF,0.012656266212675245
2,31,MB,0.8982651774412048
2,31,MF,0.14652221385163283
2,32,MB,0.9005953482958198
2,32,MF,0.9638627538634817
2,33,MB,0.8740887399390858
2,33,MF,0.9756585246079742
2,34,MB,0.8609546946176695
2,34,MF,0.765652627789631
2,35,MB,0.8528454183624418
2,35,MF,0.0037480250630479313
2,36,MB,0.7902042648253536
2,36,MF,0.07803409454188998
2,37,MB,0.8747866985588202
2,37,MF,0.012598000317735005
2,38,MB,0.8588859724525331
2,38,MF,0.6550440008367608
2,39,MB,0.8806646426839582
2,39,MF,0.0042170047130939215
2,40,MB,0.8195584894713112
2,40,MF,0.003163412523890606
2,41,MB,0.045552313867576515
2,41,MF,0.20013679211498853
2,42,MB,0.8669449442547
2,42,MF,0.00808708072980756
2,43,MB,0.846653523535246
2,43,MF,0.4043484091718898
2,44,MB,0.8430480368482255
2,44,MF,0.30747147377181905
2,45,MB,0.8719224146510823
2,45,MF,0.012750062452302254
2,46,MB,0.8545829196044363
2,46,MF,0.3741165528165628
2,47,MB,0.8469990155967692
2,47,MF,0.9677899607765668
2,48,MB,0.7223589840029514
2,48,MF,0.7651459901649653
2,49,MB,0.8951166401776851
2,49,MF,0.9623291566615814
2,50,MB,0.8698189080463861
2,50,MF,0.9914973902836896
2,51,MB,0.8422229804412908
2,51,MF,0.3348163250600439
2,52,MB,0.8498523816088437
2,52,MF,0.9831938511242193
2,53,MB,0.8675419732922304
2,53,MF,0.011876140636798413
2,54,MB,0.8534083385961869
2,54,MF,0.9836217222929194
2,55,MB,0.8473947776705238
2,55,MF,0.9803550019461508
2,56,MB,0.8317969729418476
2,56,MF,0.013995267616953251
2,57,MB,0.8212742222741531
2,57,MF,0.9638632591693955
2,58,MB,0.8517923447934762
2,58,MF,0.7133571167717753
2,59,MB,0.8589541547451293
2,59,MF,0.012778912411556242
2,60,MB,0.8888603803514336
2,60,MF,0.07853168468161002
2,61,MB,0.8759192083435404
2,61,MF,0.9498333054722963
2,62,MB,0.7856432674625571
2,62,MF,0.98034335094011
2,63,MB,0.8261987770579376
2,63,MF,0.22527759682650061
2,64,MB,0.8787059441242396
2,64,MF,0.9841659476484133
2,65,MB,0.8792128264806254
2,65,MF,0.013983913763564504
2,66,MB,0.8350133134270024
2,66,MF,0.7083946423694022
2,67,MB,0.8422777671155219
2,67,MF,0.010775845565402169
2,68,MB,0.8607959222155538
2,68,MF,0.012693307620745884
2,69,MB,0.861114699223423
2,69,MF,0.09121162257115832
2,70,MB,0.8551878234294171
2,70,MF,0.9801575192916615
2,71,MB,0.8579331946076347
2,71,MF,0.990061381274858
2,72,MB,0.8525714129227066
2,72,MF,0.9803433735561627
2,73,MB,0.849714796323174
2,73,MF,0.34123338502783473
2,74,MB,0.8743033054011657
2,74,MF,0.2021995893172288
2,75,MB,0.8553705167795865
2,75,MF,0.9801436801767327
2,76,MB,0.847887182009197
2,76,MF,0.4773345585582751
2,77,MB,0.883219586113164
2,77,MF,0.9874141343876226
2,78,MB,0.843199640586396
2,78,MF,0.9774078542052737
2,79,MB,0.8641600053256462
2,79,MF,0.36877412251217906
2,80,MB,0.8489091979820729
2,80,MF,0.9871912461030296
2,81,MB,0.906595131411861
2,81,MF,0.9751572834329255
2,82,MB,0.8712988222182154
2,82,MF,0.9871913168402194
2,83,MB,0.8543816563549492
2,83,MF,0.3229713747581529
2,84,MB,0.8457703019509393
2,84,MF,0.2644828123498099
2,85,MB,0.8606695113429587
2,85,MF,0.013992358614492908
2,86,MB,0.836117153264508
2,86,MF,0.96385614771399
2,87,MB,0.8511338664665593
2,87,MF,0.15879573768290042
2,88,MB,0.8866031045112612
2,88,MF,0.9752964108719702
2,89,MB,0.8242046088758772
