rep_n,trial_n,agent_type,a1,a2,stay,r,last_r,last_trans
1,215,MF,right,left,0,0,1,common
1,216,MF,left,right,0,0,0,rare
1,217,MF,left,left,1,0,0,common
1,218,MF,right,right,0,0,0,common
1,219,MF,right,left,1,1,0,rare
1,220,MF,right,right,1,1,1,rare
1,221,MF,right,left,1,0,1,rare
1,222,MF,right,right,1,1,0,common
1,223,MF,left,left,0,0,1,common
1,224,MF,right,left,0,1,0,rare
1,225,MF,right,left,1,1,1,common
1,226,MF,right,right,1,0,1,common
1,227,MF,right,right,1,0,0,common
1,228,MF,left,left,0,0,0,rare
1,229,MF,right,left,0,1,0,common
1,230,MF,left,left,0,0,1,common
1,231,MF,right,left,0,1,0,rare
1,232,MF,left,left,0,1,1,rare
1,233,MF,right,right,0,0,1,rare
1,234,MF,left,left,0,0,0,common
1,235,MF,right,left,0,0,0,common
1,236,MF,left,right,0,0,0,common
1,237,MF,right,left,0,1,0,rare
1,238,MF,left,left,0,0,1,common
1,239,MF,left,left,1,1,0,common
1,240,MF,left,left,1,1,1,rare
1,241,MF,left,left,1,1,1,rare
1,242,MF,right,left,0,0,1,rare
1,243,MF,right,left,1,1,0,common
1,244,MF,left,left,0,1,1,common
1,245,MF,right,left,0,0,1,common
1,246,MF,right,left,1,1,0,common
1,247,MF,left,left,0,1,1,common
1,248,MF,left,left,1,1,1,common
1,249,MF,left,left,1,1,1,common
1,0,MB,right,left,0,1,,
1,1,MB,left,right,0,0,1,common
1,2,MB,left,right,1,1,0,rare
1,3,MB,left,left,1,1,1,rare
1,4,MB,right,left,0,1,1,common
1,5,MB,left,right,0,1,1,common
1,6,MB,left,left,1,1,1,common
1,7,MB,right,left,0,1,1,rare
1,8,MB,right,right,1,0,1,common
1,9,MB,left,left,0,0,0,common
1,10,MB,left,left,1,0,0,common
1,11,MB,left,left,1,1,0,rare
1,12,MB,left,left,1,0,1,common
1,13,MB,left,right,1,1,0,rare
1,14,MB,right,left,0,0,1,common
1,15,MB,left,right,0,0,0,common
1,16,MB,left,right,1,0,0,common
1,17,MB,left,left,1,1,0,rare
1,18,MB,left,right,1,0,1,common
1,19,MB,right,left,0,0,0,rare
1,20,MB,right,left,1,1,0,common
1,21,MB,left,right,0,1,1,common
1,22,MB,right,left,0,1,1,common
1,23,MB,right,right,1,0,1,common
1,24,MB,right,right,1,1,0,common
1,25,MB,right,left,1,1,1,common
1,26,MB,left,left,0,0,1,rare
1,27,MB,left,right,1,0,0,common
1,28,MB,right,right,0,0,0,common
1,29,MB,right,right,1,1,0,common
1,30,MB,left,right,0,1,1,rare
1,31,MB,left,left,1,1,1,common
1,32,MB,left,left,1,0,1,common
1,33,MB,right,left,0,1,0,common
1,34,MB,left,left,0,1,1,common
1,35,MB,left,right,1,1,1,common
1,36,MB,left,left,1,0,1,common
1,37,MB,left,left,1,0,0,rare
1,38,MB,left,left,1,0,0,rare
1,39,MB,left,right,1,1,0,common
1,40,MB,left,right,1,1,1,rare
1,41,MB,left,right,1,1,1,common
1,42,MB,left,right,1,1,1,rare
1,43,MB,right,left,0,0,1,common
1,44,MB,left,right,0,1,0,rare
1,45,MB,right,right,0,1,1,common
1,46,MB,left,right,0,0,1,rare
1,47,MB,left,right,1,0,0,common
1,48,MB,right,right,0,0,0,common
1,49,MB,right,right,1,0,0,common
1,50,MB,left,left,0,1,0,common
1,51,MB,right,right,0,1,1,rare
1,52,MB,right,right,1,1,1,rare
1,53,MB,right,left,1,0,1,rare
1,54,MB,right,right,1,0,0,common
1,55,MB,left,right,0,1,0,common
1,56,MB,left,left,1,1,1,common
1,57,MB,right,right,0,0,1,common
1,58,MB,left,left,0,1,0,common
1,59,MB,left,left,1,1,1,rare
1,60,MB,right,left,0,1,1,rare
1,61,MB,left,right,0,0,1,rare
1,62,MB,right,left,0,0,0,common
1,63,MB,right,right,1,1,0,common
1,64,MB,right,left,1,0,1,rare
1,65,MB,left,right,0,0,0,common
1,66,MB,right,right,0,0,0,common
1,67,MB,left,left,0,0,0,common
1,68,MB,left,right,1,1,0,common
1,69,MB,left,right,1,1,1,common
1,70,MB,right,right,0,0,1,common
1,71,MB,left,right,0,0,0,common
1,72,MB,left,right,1,0,0,common
1,73,MB,left,right,1,1,0,rare
1,74,MB,left,right,1,0,1,common
1,75,MB,left,left,1,0,0,common
1,76,MB,right,right,0,0,0,rare
1,77,MB,left,right,0,0,0,common
1,78,MB,right,right,0,1,0,common
1,79,MB,right,left,1,1,1,rare
1,80,MB,right,right,1,0,1,common
1,81,MB,right,left,1,0,0,common
1,82,MB,left,right,0,0,0,common
1,83,MB,right,right,0,1,0,common
1,84,MB,left,right,0,1,1,rare
1,85,MB,right,right,0,0,1,common
1,86,MB,left,right,0,0,0,common
1,87,MB,right,right,0,0,0,common
1,88,MB,left,right,0,0,0,rare
1,89,MB,right,right,0,0,0,common
1,90,MB,left,right,0,0,0,common
1,91,MB,right,left,0,1,0,common
1,92,MB,right,right,1,0,1,common
1,93,MB,left,left,0,1,0,common
1,94,MB,left,left,1,1,1,common
1,95,MB,right,left,0,0,1,rare
1,96,MB,left,left,0,0,0,rare
1,97,MB,right,right,0,1,0,rare
1,98,MB,right,left,1,1,1,common
1,99,MB,right,left,1,0,1,common
1,100,MB,right,right,1,0,0,common
1,101,MB,left,right,0,1,0,common
1,102,MB,right,left,0,1,1,common
1,103,MB,left,left,0,0,1,rare
1,104,MB,left,right,1,1,0,common
1,105,MB,right,left,0,0,1,common
1,106,MB,left,right,0,1,0,common
1,107,MB,left,left,1,1,1,common
1,108,MB,left,left,1,1,1,rare
1,109,MB,right,right,0,0,1,common
1,110,MB,right,right,1,0,0,rare
1,111,MB,right,left,1,0,0,common
1,112,MB,left,left,0,1,0,common
1,113,MB,left,right,1,1,1,common
1,114,MB,right,right,0,0,1,common
1,115,MB,right,left,1,1,0,common
1,116,MB,right,right,1,0,1,common
1,117,MB,left,left,0,0,0,common
1,118,MB,right,left,0,1,0,rare
1,119,MB,left,right,0,1,1,common
1,120,MB,left,right,1,0,1,common
1,121,MB,left,left,1,1,0,common
1,122,MB,right,left,0,0,1,common
1,123,MB,left,left,0,1,0,rare
1,124,MB,right,left,0,0,1,common
1,125,MB,right,left,1,1,0,common
1,126,MB,right,left,1,0,1,common
1,127,MB,left,right,0,0,0,common
1,128,MB,right,left,0,0,0,common
1,129,MB,left,right,0,0,0,common
1,130,MB,left,left,1,0,0,common
1,131,MB,right,right,0,1,0,common
1,132,MB,left,left,0,1,1,common
1,133,MB,right,left,0,1,1,common
1,134,MB,left,left,0,1,1,rare
1,135,MB,right,right,0,0,1,common
1,136,MB,left,left,0,1,0,common
1,137,MB,left,right,1,0,1,common
1,138,MB,left,right,1,1,0,rare
1,139,MB,left,right,1,0,1,common
1,140,MB,left,left,1,0,0,common
1,141,MB,right,right,0,0,0,common
1,142,MB,left,left,0,1,0,rare
1,143,MB,right,left,0,0,1,rare
1,144,MB,right,left,1,1,0,common
1,145,MB,left,right,0,0,1,common
1,146,MB,left,left,1,0,0,common
1,147,MB,right,left,0,1,0,common
1,148,MB,right,right,1,1,1,common
1,149,MB,left,left,0,0,1,common
1,150,MB,left,right,1,0,0,rare
1,151,MB,right,left,0,1,0,common
1,152,MB,right,right,1,1,1,common
1,153,MB,right,right,1,1,1,common
1,154,MB,left,right,0,0,1,common
1,155,MB,right,left,0,0,0,common
1,156,MB,left,right,0,1,0,common
1,157,MB,left,left,1,1,1,rare
1,158,MB,left,left,1,0,1,common
1,159,MB,right,right,0,1,0,common
1,160,MB,right,right,1,0,1,common
1,161,MB,right,left,1,1,0,common
1,162,MB,right,right,1,0,1,rare
1,163,MB,right,left,1,1,0,common
1,164,MB,right,left,1,0,1,rare
1,165,MB,left,left,0,1,0,common
1,166,MB,right,right,0,0,1,common
1,167,MB,right,left,1,1,0,common
1,168,MB,left,left,0,0,1,common
1,169,MB,left,right,1,1,0,common
1,170,MB,right,left,0,0,1,common
1,171,MB,left,left,0,0,0,common
1,172,MB,left,left,1,0,0,common
1,173,MB,left,left,1,0,0,rare
1,174,MB,left,left,1,0,0,rare
1,175,MB,left,left,1,1,0,common
1,176,MB,right,right,0,1,1,common
1,177,MB,right,left,1,1,1,common
1,178,MB,left,right,0,0,1,common
1,179,MB,left,left,1,1,0,common
1,180,MB,left,right,1,0,1,rare
1,181,MB,left,left,1,0,0,common
1,182,MB,left,right,1,1,0,common
1,183,MB,left,right,1,0,1,common
1,184,MB,right,right,0,0,0,common
1,185,MB,right,left,1,0,0,rare
1,186,MB,right,right,1,0,0,common
1,187,MB,right,left,1,0,0,common
1,188,MB,left,right,0,1,0,rare
1,189,MB,left,right,1,1,1,common
1,190,MB,right,right,0,1,1,common
1,191,MB,left,right,0,0,1,rare
1,192,MB,left,left,1,1,0,rare
1,193,MB,right,right,0,0,1,rare
1,194,MB,left,left,0,1,0,rare
1,195,MB,left,right,1,1,1,common
1,196,MB,right,left,0,0,1,rare
1,197,MB,right,right,1,1,0,common
1,198,MB,left,left,0,0,1,common
1,199,MB,left,left,1,0,0,common
1,200,MB,right,left,0,0,0,common
1,201,MB,right,right,1,1,0,common
1,202,MB,left,right,0,1,1,rare
1,203,MB,right,right,0,0,1,rare
1,204,MB,left,right,0,1,0,common
1,205,MB,right,left,0,1,1,common
1,206,MB,left,left,0,0,1,common
1,207,MB,left,right,1,1,0,rare
1,208,MB,left,right,1,1,1,common
1,209,MB,right,right,0,1,1,common
1,210,MB,left,left,0,1,1,common
1,211,MB,left,right,1,0,1,rare
1,212,MB,right,right,0,1,0,common
1,213,MB,right,right,1,1,1,common
1,214,MB,left,right,0,1,1,common
1,215,MB,right,left,0,0,1,rare
1,216,MB,left,right,0,1,0,common
1,217,MB,right,left,0,1,1,common
1,218,MB,right,right,1,1,1,rare
1,219,MB,right,right,1,1,1,rare
1,220,MB,left,right,0,0,1,common
1,221,MB,left,left,1,0,0,rare
1,222,MB,left,right,1,0,0,common
1,223,MB,right,right,0,0,0,common
1,224,MB,left,left,0,1,0,common
1,225,MB,left,left,1,0,1,common
1,226,MB,left,left,1,0,0,common
1,227,MB,right,right,0,1,0,common
1,228,MB,left,right,0,0,1,rare
1,229,MB,right,left,0,1,0,rare
1,230,MB,right,right,1,1,1,common
1,231,MB,right,left,1,1,1,rare
1,232,MB,right,left,1,0,1,common
1,233,MB,left,right,0,1,0,common
1,234,MB,left,left,1,0,1,common
1,235,MB,left,right,1,0,0,common
1,236,MB,right,left,0,1,0,common
1,237,MB,right,left,1,0,1,rare
1,238,MB,left,left,0,0,0,common
1,239,MB,right,right,0,0,0,common
1,240,MB,left,left,0,1,0,common
1,241,MB,right,left,0,1,1,rare
1,242,MB,left,left,0,0,1,rare
1,243,MB,left,left,1,1,0,common
1,244,MB,left,right,1,1,1,rare
1,245,MB,right,right,0,0,1,common
1,246,MB,right,left,1,0,0,common
1,247,MB,left,right,0,0,0,common
1,248,MB,right,left,0,1,0,common
1,249,MB,right,left,1,0,1,common
2,0,MF,left,right,0,1,,
2,1,MF,left,left,1,0,1,rare
2,2,MF,left,right,1,0,0,common
2,3,MF,left,right,1,1,0,common
2,4,MF,left,right,1,0,1,common
2,5,MF,left,right,1,1,0,common
2,6,MF,left,right,1,1,1,common
2,7,MF,left,right,1,0,1,common
2,8,MF,left,right,1,1,0,rare
2,9,MF,left,right,1,1,1,common
2,10,MF,left,right,1,0,1,common
2,11,MF,left,right,1,1,0,common
2,12,MF,left,right,1,1,1,common
2,13,MF,left,right,1,1,1,common
2,14,MF,left,right,1,1,1,common
2,15,MF,right,right,0,0,1,common
2,16,MF,left,right,0,1,0,common
2,17,MF,left,right,1,0,1,rare
2,18,MF,left,right,1,1,0,rare
2,19,MF,left,right,1,1,1,common
2,20,MF,left,right,1,0,1,common
2,21,MF,right,right,0,1,0,rare
2,22,MF,right,right,1,0,1,rare
2,23,MF,right,left,1,0,0,common
2,24,MF,left,left,0,1,0,common
2,25,MF,left,left,1,0,1,common
2,26,MF,left,right,1,1,0,common
2,27,MF,right,right,0,1,1,common
2,28,MF,left,left,0,1,1,rare
2,29,MF,left,right,1,1,1,rare
2,30,MF,right,right,0,0,1,common
2,31,MF,left,left,0,0,0,common
2,32,MF,right,left,0,0,0,rare
2,33,MF,left,right,0,1,0,common
2,34,MF,right,right,0,0,1,rare
2,35,MF,right,right,1,1,0,common
2,36,MF,right,right,1,0,1,common
2,37,MF,left,right,0,1,0,common
2,38,MF,left,left,1,0,1,rare
2,39,MF,left,right,1,0,0,common
2,40,MF,right,right,0,0,0,common
2,41,MF,right,right,1,1,0,common
2,42,MF,right,left,1,0,1,common
2,43,MF,right,right,1,1,0,common
2,44,MF,left,right,0,0,1,rare
2,45,MF,left,right,1,0,0,common
2,46,MF,left,left,1,1,0,common
2,47,MF,right,right,0,0,1,common
2,48,MF,left,left,0,0,0,common
2,49,MF,left,right,1,0,0,common
2,50,MF,left,right,1,0,0,common
2,51,MF,right,left,0,0,0,common
2,52,MF,right,left,1,1,0,rare
2,53,MF,left,left,0,0,1,rare
2,54,MF,left,left,1,0,0,common
2,55,MF,left,left,1,1,0,common
2,56,MF,left,right,1,0,1,common
2,57,MF,right,right,0,0,0,rare
2,58,MF,right,right,1,0,0,common
2,59,MF,left,left,0,0,0,common
2,60,MF,right,left,0,0,0,common
2,61,MF,left,left,0,0,0,common
2,62,MF,left,right,1,0,0,rare
2,63,MF,left,left,1,1,0,rare
2,64,MF,right,left,0,0,1,common
2,65,MF,left,left,0,1,0,common
2,66,MF,right,right,0,0,1,common
2,67,MF,left,left,0,0,0,common
2,68,MF,left,left,1,1,0,common
2,69,MF,left,left,1,1,1,common
2,70,MF,left,left,1,0,1,common
2,71,MF,left,left,1,0,0,rare
2,72,MF,left,left,1,0,0,common
2,73,MF,left,right,1,1,0,common
2,74,MF,left,right,1,1,1,common
2,75,MF,left,left,1,0,1,common
2,76,MF,left,left,1,1,0,common
2,77,MF,left,right,1,0,1,common
2,78,MF,right,right,0,0,0,common
2,79,MF,left,right,0,1,0,common
2,80,MF,left,right,1,1,1,common
2,81,MF,right,left,0,0,1,common
2,82,MF,right,left,1,1,0,common
2,83,MF,right,left,1,0,1,rare
2,84,MF,left,right,0,0,0,common
2,85,MF,right,left,0,0,0,common
2,86,MF,right,left,1,1,0,rare
2,87,MF,left,right,0,0,1,common
2,88,MF,left,left,1,0,0,common
2,89,MF,right,right,0,0,0,common
2,90,MF,left,right,0,1,0,rare
2,91,MF,left,left,1,1,1,common
2,92,MF,left,right,1,1,1,common
2,93,MF,left,left,1,0,1,common
2,94,MF,left,right,1,0,0,common
2,95,MF,left,right,1,1,0,common
2,96,MF,right,left,0,1,1,common
2,97,MF,left,left,0,1,1,common
2,98,MF,right,right,0,1,1,common
2,99,MF,left,right,0,1,1,rare
2,100,MF,right,left,0,1,1,common
2,101,MF,right,left,1,1,1,common
2,102,MF,right,left,1,1,1,common
2,103,MF,right,left,1,1,1,common
2,104,MF,left,right,0,1,1,common
2,105,MF,left,left,1,1,1,common
2,106,MF,left,left,1,0,1,common
2,107,MF,right,left,0,1,0,rare
2,108,MF,left,right,0,0,1,rare
2,109,MF,left,left,1,1,0,common
2,110,MF,right,left,0,1,1,common
2,111,MF,left,left,0,1,1,rare
2,112,MF,right,left,0,1,1,rare
2,113,MF,right,right,1,1,1,rare
2,114,MF,right,left,1,0,1,common
2,115,MF,left,left,0,0,0,common
2,116,MF,right,right,0,0,0,rare
2,117,MF,right,left,1,0,0,common
2,118,MF,left,left,0,1,0,common
2,119,MF,left,left,1,0,1,common
2,120,MF,left,right,1,0,0,common
2,121,MF,left,left,1,0,0,common
2,122,MF,left,right,1,0,0,common
2,123,MF,left,right,1,1,0,rare
2,124,MF,right,left,0,0,1,rare
2,125,MF,right,left,1,1,0,rare
2,126,MF,left,left,0,1,1,rare
2,127,MF,left,left,1,1,1,common
2,128,MF,left,left,1,1,1,common
2,129,MF,left,left,1,1,1,common
2,130,MF,left,left,1,1,1,common
2,131,MF,left,left,1,1,1,common
2,132,MF,right,right,0,0,1,common
2,133,MF,right,right,1,0,0,common
2,134,MF,left,right,0,1,0,common
2,135,MF,right,left,0,1,1,rare
2,136,MF,right,right,1,0,1,common
2,137,MF,left,right,0,0,0,common
2,138,MF,right,left,0,0,0,common
2,139,MF,left,left,0,0,0,common
2,140,MF,left,right,1,0,0,common
2,141,MF,left,left,1,1,0,rare
2,142,MF,right,left,0,0,1,common
2,143,MF,right,left,1,0,0,common
2,144,MF,right,right,1,0,0,common
2,145,MF,right,left,1,1,0,common
2,146,MF,left,left,0,1,1,common
2,147,MF,left,right,1,1,1,common
2,148,MF,left,right,1,1,1,common
2,149,MF,left,left,1,1,1,common
2,150,MF,left,left,1,0,1,common
2,151,MF,left,right,1,0,0,rare
2,152,MF,left,right,1,1,0,common
2,153,MF,left,left,1,1,1,rare
2,154,MF,left,left,1,0,1,common
2,155,MF,left,left,1,1,0,common
2,156,MF,right,left,0,1,1,common
2,157,MF,left,left,0,1,1,rare
2,158,MF,right,right,0,1,1,common
2,159,MF,left,left,0,1,1,common
2,160,MF,left,left,1,0,1,common
2,161,MF,right,right,0,0,0,common
2,162,MF,left,right,0,0,0,common
2,163,MF,right,right,0,0,0,rare
2,164,MF,right,right,1,1,0,common
2,165,MF,left,right,0,1,1,rare
2,166,MF,left,right,1,0,1,common
2,167,MF,left,right,1,1,0,common
2,168,MF,right,right,0,1,1,common
2,169,MF,right,right,1,1,1,rare
2,170,MF,left,right,0,1,1,common
2,171,MF,left,right,1,0,1,common
2,172,MF,right,left,0,0,0,common
2,173,MF,right,right,1,1,0,common
2,174,MF,left,left,0,1,1,common
2,175,MF,right,right,0,0,1,common
2,176,MF,right,left,1,0,0,common
2,177,MF,left,left,0,1,0,common
2,178,MF,right,right,0,1,1,common
2,179,MF,right,left,1,0,1,common
2,180,MF,left,right,0,0,0,common
2,181,MF,left,left,1,1,0,common
2,182,MF,right,left,0,1,1,common
2,183,MF,right,right,1,1,1,rare
2,184,MF,left,left,0,1,1,common
2,185,MF,right,right,0,1,1,common
2,186,MF,left,left,0,1,1,common
2,187,MF,right,right,0,1,1,common
2,188,MF,right,left,1,1,1,common
2,189,MF,left,right,0,1,1,rare
2,190,MF,left,right,1,0,1,rare
2,191,MF,right,left,0,1,0,common
2,192,MF,right,left,1,0,1,rare
2,193,MF,right,right,1,0,0,common
2,194,MF,left,left,0,0,0,common
2,195,MF,right,left,0,0,0,common
2,196,MF,right,right,1,0,0,rare
2,197,MF,left,right,0,0,0,common
2,198,MF,right,left,0,1,0,rare
2,199,MF,left,left,0,1,1,rare
2,200,MF,left,left,1,1,1,common
2,201,MF,left,left,1,1,1,common
2,202,MF,left,left,1,0,1,common
2,203,MF,right,right,0,1,0,common
2,204,MF,left,left,0,0,1,common
2,205,MF,left,right,1,0,0,common
2,206,MF,left,left,1,1,0,rare
2,207,MF,left,left,1,0,1,rare
2,208,MF,left,right,1,1,0,common
2,209,MF,left,right,1,1,1,common
2,210,MF,left,right,1,0,1,common
2,211,MF,left,right,1,0,0,common
2,212,MF,left,left,1,0,0,common
2,213,MF,left,left,1,1,0,common
2,214,MF,left,left,1,0,1,common
2,215,MF,right,right,0,0,0,rare
2,216,MF,right,left,1,1,0,common
2,217,MF,left,left,0,1,1,common
2,218,MF,right,left,0,0,1,common
2,219,MF,left,left,0,1,0,common
2,220,MF,left,left,1,1,1,common
2,221,MF,right,left,0,0,1,common
2,222,MF,right,left,1,1,0,common
2,223,MF,right,left,1,1,1,rare
2,224,MF,right,left,1,1,1,rare
2,225,MF,left,left,0,0,1,common
2,226,MF,left,left,1,1,0,common
2,227,MF,left,right,1,1,1,rare
2,228,MF,right,right,0,1,1,common
2,229,MF,left,left,0,0,1,common
2,230,MF,right,right,0,0,0,rare
2,231,MF,right,right,1,0,0,common
2,232,MF,right,right,1,0,0,rare
2,233,MF,left,left,0,1,0,common
2,234,MF,left,right,1,1,1,common
2,235,MF,left,left,1,0,1,common
2,236,MF,right,right,0,1,0,rare
2,237,MF,right,left,1,1,1,rare
2,238,MF,left,left,0,0,1,common
2,239,MF,right,left,0,1,0,common
2,240,MF,right,left,1,0,1,common
2,241,MF,right,left,1,1,0,common
2,242,MF,right,left,1,0,1,common
2,243,MF,right,right,1,1,0,rare
2,244,MF,left,left,0,1,1,rare
2,245,MF,left,left,1,1,1,rare
2,246,MF,left,right,1,1,1,rare
2,247,MF,left,left,1,0,1,rare
2,248,MF,left,right,1,1,0,rare
2,249,MF,left,right,1,0,1,common
2,0,MB,right,right,0,0,,
2,1,MB,left,left,0,0,0,rare
2,2,MB,right,right,0,1,0,common
2,3,MB,right,right,1,1,1,common
2,4,MB,right,left,1,0,1,common
2,5,MB,right,right,1,1,0,common
2,6,MB,right,right,1,0,1,common
2,7,MB,right,left,1,1,0,common
2,8,MB,right,left,1,1,1,common
2,9,MB,left,right,0,1,1,common
2,10,MB,right,left,0,1,1,common
2,11,MB,left,left,0,0,1,common
2,12,MB,right,left,0,0,0,common
2,13,MB,left,right,0,1,0,common
2,14,MB,right,right,0,1,1,common
2,15,MB,right,right,1,0,1,common
2,16,MB,right,left,1,1,0,rare
2,17,MB,right,right,1,0,1,common
2,18,MB,right,left,1,0,0,common
2,19,MB,left,right,0,0,0,common
2,20,MB,right,right,0,0,0,common
2,21,MB,right,left,1,0,0,rare
2,22,MB,left,left,0,1,0,rare
2,23,MB,left,left,1,0,1,common
2,24,MB,left,right,1,0,0,common
2,25,MB,left,left,1,1,0,common
2,26,MB,left,left,1,0,1,rare
2,27,MB,right,left,0,0,0,common
2,28,MB,right,left,1,0,0,common
2,29,MB,right,right,1,1,0,common
2,30,MB,left,left,0,0,1,rare
2,31,MB,right,right,0,0,0,common
2,32,MB,left,right,0,0,0,common
2,33,MB,left,right,1,1,0,common
2,34,MB,right,right,0,1,1,common
2,35,MB,left,right,0,0,1,common
2,36,MB,right,right,0,0,0,rare
2,37,MB,left,right,0,0,0,rare
2,38,MB,left,right,1,1,0,common
2,39,MB,right,right,0,0,1,rare
2,40,MB,right,left,1,0,0,common
2,41,MB,right,left,1,0,0,common
2,42,MB,right,right,1,0,0,common
2,43,MB,right,left,1,0,0,common
2,44,MB,right,left,1,0,0,rare
2,45,MB,left,right,0,0,0,rare
2,46,MB,right,right,0,0,0,common
2,47,MB,right,right,1,0,0,common
2,48,MB,right,left,1,0,0,common
2,49,MB,left,left,0,0,0,rare
2,50,MB,right,right,0,1,0,common
2,51,MB,left,right,0,1,1,rare
2,52,MB,right,right,0,0,1,common
2,53,MB,right,left,1,1,0,common
2,54,MB,left,right,0,0,1,common
2,55,MB,right,left,0,0,0,common
2,56,MB,left,right,0,0,0,common
2,57,MB,right,left,0,0,0,common
2,58,MB,right,left,1,0,0,common
2,59,MB,right,right,1,1,0,common
2,60,MB,right,right,1,0,1,common
2,61,MB,left,left,0,0,0,common
2,62,MB,left,right,1,0,0,common
2,63,MB,right,left,0,1,0,common
2,64,MB,left,right,0,1,1,common
2,65,MB,left,right,1,1,1,common
2,66,MB,right,left,0,1,1,common
2,67,MB,right,right,1,0,1,common
2,68,MB,right,left,1,0,0,rare
2,69,MB,left,right,0,1,0,common
2,70,MB,right,right,0,0,1,common
2,71,MB,left,right,0,1,0,rare
2,72,MB,right,left,0,0,1,common
2,73,MB,right,left,1,1,0,rare
2,74,MB,right,left,1,0,1,common
2,75,MB,right,left,1,1,0,common
2,76,MB,left,right,0,0,1,common
2,77,MB,left,left,1,0,0,common
2,78,MB,left,left,1,0,0,common
2,79,MB,right,left,0,0,0,rare
2,80,MB,left,left,0,0,0,rare
2,81,MB,right,right,0,0,0,common
2,82,MB,left,right,0,0,0,common
2,83,MB,left,left,1,0,0,rare
2,84,MB,left,left,1,0,0,common
2,85,MB,left,right,1,0,0,common
2,86,MB,left,right,1,1,0,rare
2,87,MB,right,right,0,0,1,common
2,88,MB,left,right,0,0,0,rare
2,89,MB,right,left,0,0,0,common
2,90,MB,right,right,1,0,0,common
2,91,MB,left,left,0,0,0,common
2,92,MB,left,right,1,0,0,rare
2,93,MB,left,right,1,0,0,common
2,94,MB,right,left,0,0,0,common
2,95,MB,left,left,0,0,0,common
2,96,MB,right,right,0,0,0,common
2,97,MB,right,right,1,0,0,common
2,98,MB,right,left,1,0,0,common
2,99,MB,left,right,0,0,0,common
2,100,MB,right,left,0,0,0,common
2,101,MB,left,right,0,0,0,common
2,102,MB,left,right,1,1,0,common
2,103,MB,right,right,0,0,1,common
2,104,MB,left,right,0,1,0,common
2,105,MB,left,right,1,1,1,common
2,106,MB,left,left,1,0,1,common
2,107,MB,right,right,0,0,0,rare
2,108,MB,left,left,0,0,0,common
2,109,MB,right,right,0,0,0,common
2,110,MB,left,left,0,0,0,common
2,111,MB,left,right,1,1,0,rare
2,112,MB,right,left,0,0,1,common
2,113,MB,left,right,0,0,0,common
2,114,MB,right,right,0,0,0,common
2,115,MB,left,left,0,0,0,common
2,116,MB,left,right,1,0,0,rare
2,117,MB,left,left,1,1,0,common
2,118,MB,right,left,0,1,1,common
2,119,MB,left,left,0,1,1,common
2,120,MB,right,left,0,1,1,common
2,121,MB,left,left,0,0,1,rare
2,122,MB,left,right,1,0,0,common
2,123,MB,left,right,1,0,0,common
2,124,MB,right,left,0,0,0,common
2,125,MB,right,left,1,0,0,rare
2,126,MB,left,right,0,0,0,rare
2,127,MB,left,left,1,0,0,common
2,128,MB,right,right,0,0,0,common
2,129,MB,right,left,1,0,0,rare
2,130,MB,right,right,1,1,0,common
2,131,MB,right,left,1,1,1,common
2,132,MB,left,right,0,1,1,common
2,133,MB,left,right,1,0,1,common
2,134,MB,right,right,0,1,0,common
2,135,MB,right,left,1,0,1,common
2,136,MB,right,right,1,1,0,common
2,137,MB,right,right,1,1,1,common
2,138,MB,right,right,1,1,1,common
2,139,MB,right,right,1,0,1,common
2,140,MB,right,right,1,0,0,common
2,141,MB,right,right,1,1,0,common
2,142,MB,left,right,0,0,1,common
2,143,MB,right,left,0,0,0,common
2,144,MB,left,left,0,0,0,common
2,145,MB,left,left,1,1,0,common
2,146,MB,right,left,0,0,1,common
2,147,MB,left,right,0,0,0,common
2,148,MB,left,right,1,0,0,rare
2,149,MB,right,right,0,0,0,common
2,150,MB,left,left,0,0,0,common
2,151,MB,right,right,0,0,0,common
2,152,MB,right,right,1,1,0,common
2,153,MB,right,left,1,1,1,common
2,154,MB,right,right,1,0,1,common
2,155,MB,left,left,0,1,0,rare
2,156,MB,right,left,0,1,1,common
2,157,MB,left,left,0,1,1,common
2,158,MB,left,right,1,1,1,common
